dateTime,Signal_strength,value
2019-01-08T08:00:00.000+0000,-95,28
2019-01-08T09:00:00.000+0000,-87,27
2019-01-08T10:00:00.000+0000,-117,26
2019-01-08T11:00:00.000+0000,-114,28
2019-01-08T12:00:00.000+0000,-115,29
2019-01-08T13:00:00.000+0000,-118,25
2019-01-08T14:00:00.000+0000,-118,24
2019-01-08T15:00:00.000+0000,-106,28
2019-01-08T16:00:00.000+0000,-101,NaN
2019-01-08T17:00:00.000+0000,-96,NaN
2019-01-08T18:00:00.000+0000,NaN,NaN
2019-01-08T19:00:00.000+0000,-102,NaN
2019-01-08T20:00:00.000+0000,-68,NaN
2019-01-08T21:00:00.000+0000,NaN,NaN
2019-01-08T22:00:00.000+0000,-104,NaN
2019-01-08T23:00:00.000+0000,-100,NaN
2019-01-09T00:00:00.000+0000,-104,NaN
2019-01-09T01:00:00.000+0000,-78,NaN
2019-01-09T02:00:00.000+0000,-82,NaN
2019-01-09T03:00:00.000+0000,-83,NaN
2019-01-09T04:00:00.000+0000,-108,NaN
2019-01-09T05:00:00.000+0000,-71,NaN
2019-01-09T06:00:00.000+0000,-71,NaN
2019-01-09T07:00:00.000+0000,-98,NaN
2019-01-09T08:00:00.000+0000,-81,NaN
2019-01-09T09:00:00.000+0000,-109,26
2019-01-09T10:00:00.000+0000,-66,40
2019-01-09T11:00:00.000+0000,-87,51
2019-01-09T12:00:00.000+0000,-90,61
2019-01-09T13:00:00.000+0000,-92,46
2019-01-09T14:00:00.000+0000,-80,65
2019-01-09T15:00:00.000+0000,-91,43
2019-01-09T16:00:00.000+0000,-107,43
2019-01-09T17:00:00.000+0000,-97,43
2019-01-09T18:00:00.000+0000,-90,40
2019-01-09T19:00:00.000+0000,-100,41
2019-01-09T20:00:00.000+0000,-94,49
2019-01-09T21:00:00.000+0000,-102,48
2019-01-09T22:00:00.000+0000,-75,42
2019-01-09T23:00:00.000+0000,-79,31
2019-01-10T00:00:00.000+0000,-86,27
2019-01-10T01:00:00.000+0000,-87,22
2019-01-10T02:00:00.000+0000,-97,18
2019-01-10T03:00:00.000+0000,-89,22
2019-01-10T04:00:00.000+0000,-94,20
2019-01-10T05:00:00.000+0000,-118,30
2019-01-10T06:00:00.000+0000,-115,33
2019-01-10T07:00:00.000+0000,-111,33
2019-01-10T08:00:00.000+0000,-82,31
2019-01-10T09:00:00.000+0000,-93,31
2019-01-10T10:00:00.000+0000,-117,45
2019-01-10T11:00:00.000+0000,-67,49
2019-01-10T12:00:00.000+0000,-67,52
2019-01-10T13:00:00.000+0000,NaN,50
2019-01-10T14:00:00.000+0000,-76,51
2019-01-10T15:00:00.000+0000,-79,46
2019-01-10T16:00:00.000+0000,-108,50
2019-01-10T17:00:00.000+0000,-79,54
2019-01-10T18:00:00.000+0000,-93,58
2019-01-10T19:00:00.000+0000,-96,66
2019-01-10T20:00:00.000+0000,-73,75
2019-01-10T21:00:00.000+0000,-101,77
2019-01-10T22:00:00.000+0000,-79,83
2019-01-10T23:00:00.000+0000,NaN,99
2019-01-11T00:00:00.000+0000,-81,103
2019-01-11T01:00:00.000+0000,-110,102
2019-01-11T02:00:00.000+0000,-106,84
2019-01-11T03:00:00.000+0000,-93,91
2019-01-11T04:00:00.000+0000,-91,61
2019-01-11T05:00:00.000+0000,-75,103
2019-01-11T06:00:00.000+0000,-81,120
2019-01-11T07:00:00.000+0000,-113,91
2019-01-11T08:00:00.000+0000,-83,103
2019-01-11T09:00:00.000+0000,-100,78
2019-01-11T10:00:00.000+0000,-83,63
2019-01-11T11:00:00.000+0000,-73,70
2019-01-11T12:00:00.000+0000,-86,87
2019-01-11T13:00:00.000+0000,-95,76
2019-01-11T14:00:00.000+0000,-85,59
2019-01-11T15:00:00.000+0000,-61,60
