datetime,temp,press,alt
2019-05-13 11:50:20.074751,33.5,1009.0,6.93
2019-05-13 11:50:20.314349,33.5,1009.0,7.6
2019-05-13 11:50:20.553977,33.5,1009.0,7.6
2019-05-13 11:50:20.793614,33.5,1009.0,6.68
2019-05-13 11:50:21.033238,33.5,1009.0,6.68
2019-05-13 11:50:21.272875,33.5,1009.0,7.68
2019-05-13 11:50:21.512507,33.5,1009.0,7.18
2019-05-13 11:50:21.752218,33.5,1009.0,7.85
2019-05-13 11:50:21.991855,33.5,1009.0,7.43
2019-05-13 11:50:22.231502,33.5,1009.0,7.43
2019-05-13 11:50:22.471128,33.5,1009.0,6.85
2019-05-13 11:50:22.710757,33.5,1009.0,7.68
2019-05-13 11:50:22.950309,33.5,1009.0,7.43
2019-05-13 11:50:23.189923,33.5,1009.0,7.1
2019-05-13 11:50:23.429573,33.5,1009.0,7.35
2019-05-13 11:50:23.669277,33.5,1009.0,7.18
2019-05-13 11:50:23.909161,33.5,1009.0,6.85
2019-05-13 11:50:24.148924,33.5,1009.0,7.35
2019-05-13 11:50:24.388557,33.5,1009.0,7.1
2019-05-13 11:50:24.628366,33.5,1009.0,7.18
2019-05-13 11:50:24.867942,33.5,1009.0,7.6
2019-05-13 11:50:25.107572,33.5,1009.0,6.01
2019-05-13 11:50:25.347208,33.5,1009.0,6.68
2019-05-13 11:50:25.586826,33.5,1009.0,7.1
2019-05-13 11:50:25.826380,33.5,1009.0,7.18
2019-05-13 11:50:26.066004,33.5,1009.0,6.68
2019-05-13 11:50:26.305676,33.5,1009.0,7.68
2019-05-13 11:50:26.545305,33.5,1009.0,7.43
2019-05-13 11:50:26.784857,33.5,1009.0,7.35
2019-05-13 11:50:27.024487,33.5,1009.0,7.43
2019-05-13 11:50:27.264125,33.5,1009.0,6.85
2019-05-13 11:50:27.503684,33.5,1009.0,6.85
2019-05-13 11:50:27.743453,33.5,1009.0,7.43
2019-05-13 11:50:27.982402,33.5,1009.0,7.6
2019-05-13 11:50:28.221291,33.5,1009.0,6.68
2019-05-13 11:50:28.460138,33.5,1009.0,7.1
2019-05-13 11:50:28.699593,33.5,1009.0,7.6
