datetime,temp,press,alt
2019-05-13 12:04:53.068221,32.0,1009.0,11.44
2019-05-13 12:04:53.308038,32.0,1009.0,11.44
2019-05-13 12:04:53.548097,32.0,1009.0,10.77
2019-05-13 12:04:53.788249,32.0,1009.0,10.36
2019-05-13 12:04:54.028567,32.0,1009.0,7.93
2019-05-13 12:04:54.267697,32.0,1009.0,10.77
2019-05-13 12:04:54.507021,32.0,1009.0,11.78
2019-05-13 12:04:54.746098,32.0,1009.0,11.36
2019-05-13 12:04:54.985696,32.0,1009.0,11.94
2019-05-13 12:04:55.226003,32.0,1009.0,11.78
2019-05-13 12:04:55.465135,32.0,1009.0,12.95
2019-05-13 12:04:55.703939,32.0,1009.0,13.45
2019-05-13 12:04:55.943203,32.0,1009.0,13.2
2019-05-13 12:04:56.182761,32.0,1009.0,12.53
2019-05-13 12:04:56.422548,32.0,1009.0,12.78
2019-05-13 12:04:56.662459,32.0,1008.0,13.7
2019-05-13 12:04:56.902150,32.1,1009.0,12.7
2019-05-13 12:04:57.141786,32.1,1009.0,12.36
2019-05-13 12:04:57.381473,32.1,1009.0,12.53
2019-05-13 12:04:57.621066,32.1,1009.0,12.61
2019-05-13 12:04:57.860731,32.1,1009.0,12.36
2019-05-13 12:04:58.100347,32.2,1009.0,11.86
2019-05-13 12:04:58.339977,32.2,1009.0,11.53
2019-05-13 12:04:58.579586,32.2,1009.0,10.44
2019-05-13 12:04:58.819200,32.2,1009.0,10.19
2019-05-13 12:04:59.058844,32.2,1009.0,9.94
2019-05-13 12:04:59.298780,32.2,1009.0,10.61
2019-05-13 12:04:59.538688,32.2,1009.0,11.61
2019-05-13 12:04:59.778584,32.2,1009.0,12.28
2019-05-13 12:05:00.018216,32.2,1009.0,10.69
2019-05-13 12:05:00.258158,32.2,1009.0,12.28
2019-05-13 12:05:00.497820,32.2,1009.0,12.28
2019-05-13 12:05:00.737478,32.2,1009.0,12.53
2019-05-13 12:05:00.977180,32.2,1008.0,11.02
2019-05-13 12:05:01.216785,32.2,1009.0,13.11
2019-05-13 12:05:01.456412,32.2,1008.0,12.78
2019-05-13 12:05:01.696089,32.3,1009.0,11.78
2019-05-13 12:05:01.936225,32.3,1009.0,10.94
2019-05-13 12:05:02.175822,32.3,1009.0,11.11
2019-05-13 12:05:02.415404,32.3,1009.0,10.36
2019-05-13 12:05:02.655020,32.3,1009.0,11.36
2019-05-13 12:05:02.894916,32.2,1009.0,11.53
2019-05-13 12:05:03.134908,32.2,1009.0,13.28
2019-05-13 12:05:03.374872,32.2,1009.0,12.86
2019-05-13 12:05:03.613680,32.2,1009.0,12.03
2019-05-13 12:05:03.852472,32.2,1009.0,11.78
2019-05-13 12:05:04.092020,32.2,1009.0,13.53
2019-05-13 12:05:04.332699,32.3,1009.0,11.11
2019-05-13 12:05:04.573256,32.2,1009.0,12.61
2019-05-13 12:05:04.813119,32.2,1009.0,12.78
2019-05-13 12:05:05.052937,32.2,1008.0,13.53
2019-05-13 12:05:05.292547,32.3,1009.0,11.11
2019-05-13 12:05:05.532251,32.3,1009.0,11.44
2019-05-13 12:05:05.771887,32.3,1009.0,10.86
2019-05-13 12:05:06.010922,32.3,1009.0,10.94
2019-05-13 12:05:06.249756,32.3,1009.0,11.44
2019-05-13 12:05:06.488600,32.3,1009.0,11.11
2019-05-13 12:05:06.728113,32.2,1009.0,12.53
2019-05-13 12:05:06.967777,32.2,1009.0,12.53
2019-05-13 12:05:07.207459,32.2,1009.0,12.86
2019-05-13 12:05:07.447154,32.3,1009.0,12.11
2019-05-13 12:05:07.698727,32.3,1009.0,10.94
2019-05-13 12:05:07.938907,32.3,1009.0,10.19
2019-05-13 12:05:08.178641,32.3,1009.0,10.19
2019-05-13 12:05:08.418439,32.3,1009.0,10.11
2019-05-13 12:05:08.658045,32.3,1009.0,9.19
2019-05-13 12:05:08.897881,32.3,1009.0,10.69
2019-05-13 12:05:09.137490,32.3,1009.0,10.94
2019-05-13 12:05:09.377108,32.3,1009.0,10.94
2019-05-13 12:05:09.616721,32.3,1009.0,11.44
2019-05-13 12:05:09.856299,32.3,1009.0,12.28
2019-05-13 12:05:10.095974,32.3,1009.0,12.11
2019-05-13 12:05:10.335588,32.3,1009.0,12.11
2019-05-13 12:05:10.575253,32.3,1009.0,12.86
2019-05-13 12:05:10.814463,32.3,1009.0,10.86
2019-05-13 12:05:11.053338,32.3,1009.0,12.36
2019-05-13 12:05:11.292200,32.3,1009.0,10.36
2019-05-13 12:05:11.531904,32.3,1009.0,10.36
2019-05-13 12:05:11.771571,32.3,1009.0,10.11
2019-05-13 12:05:12.011090,32.4,1009.0,10.19
2019-05-13 12:05:12.250721,32.4,1009.0,10.69
2019-05-13 12:05:12.490587,32.3,1009.0,11.11
2019-05-13 12:05:12.730238,32.3,1009.0,10.61
2019-05-13 12:05:12.969892,32.3,1009.0,10.36
2019-05-13 12:05:13.209573,32.3,1009.0,12.11
2019-05-13 12:05:13.449231,32.3,1009.0,11.19
2019-05-13 12:05:13.688875,32.2,1009.0,12.11
2019-05-13 12:05:13.928546,32.3,1009.0,13.03
2019-05-13 12:05:14.168219,32.3,1009.0,12.86
2019-05-13 12:05:14.408016,32.3,1009.0,11.44
