datetime,temp,press,alt
2019-05-22 15:38:01.231088,34.2,1006.0,32.36
2019-05-22 15:38:01.470731,34.2,1006.0,32.86
2019-05-22 15:38:01.710437,34.2,1006.0,32.36
2019-05-22 15:38:01.950140,34.2,1006.0,32.69
2019-05-22 15:38:02.189814,34.2,1006.0,33.19
2019-05-22 15:38:02.429548,34.2,1006.0,32.36
2019-05-22 15:38:02.669268,34.2,1006.0,32.94
2019-05-22 15:38:02.908942,34.2,1006.0,32.44
2019-05-22 15:38:03.148646,34.2,1006.0,32.44
2019-05-22 15:38:03.388318,34.1,1006.0,33.28
2019-05-22 15:38:03.627993,34.2,1006.0,32.94
2019-05-22 15:38:03.867683,34.2,1006.0,32.94
2019-05-22 15:38:04.107384,34.2,1006.0,33.36
2019-05-22 15:38:04.347199,34.2,1006.0,33.28
2019-05-22 15:38:04.586870,34.2,1006.0,32.61
2019-05-22 15:38:04.826527,34.2,1006.0,32.61
2019-05-22 15:38:05.066168,34.2,1006.0,32.94
2019-05-22 15:38:05.305875,34.2,1006.0,32.69
2019-05-22 15:38:05.545775,34.1,1006.0,33.36
2019-05-22 15:38:05.785486,34.2,1006.0,32.69
2019-05-22 15:38:06.025193,34.2,1006.0,32.69
2019-05-22 15:38:06.264871,34.2,1006.0,32.19
2019-05-22 15:38:06.504704,34.2,1006.0,32.94
2019-05-22 15:38:06.744412,34.2,1006.0,32.19
2019-05-22 15:38:06.984104,34.2,1006.0,33.28
2019-05-22 15:38:07.223814,34.2,1006.0,31.85
2019-05-22 15:38:07.463503,34.1,1006.0,32.61
2019-05-22 15:38:07.703177,34.1,1006.0,32.86
2019-05-22 15:38:07.942853,34.2,1006.0,32.44
2019-05-22 15:38:08.182554,34.2,1006.0,32.61
2019-05-22 15:38:08.422261,34.1,1006.0,33.11
2019-05-22 15:38:08.662000,34.1,1006.0,32.86
2019-05-22 15:38:08.901760,34.1,1006.0,32.86
2019-05-22 15:38:09.141761,34.1,1006.0,33.53
2019-05-22 15:38:09.381435,34.1,1006.0,32.69
2019-05-22 15:38:09.621095,34.1,1006.0,33.53
2019-05-22 15:38:09.860710,34.1,1006.0,33.11
2019-05-22 15:38:10.100406,34.1,1006.0,32.1
2019-05-22 15:38:10.340096,34.1,1006.0,33.28
2019-05-22 15:38:10.579749,34.1,1006.0,32.44
2019-05-22 15:38:10.819429,34.1,1006.0,32.1
2019-05-22 15:38:11.059107,34.1,1006.0,32.86
2019-05-22 15:38:11.298824,34.1,1006.0,33.53
2019-05-22 15:38:11.538524,34.1,1006.0,33.28
2019-05-22 15:38:11.778514,34.1,1006.0,33.11
2019-05-22 15:38:12.018176,34.1,1006.0,33.78
2019-05-22 15:38:12.258140,34.1,1006.0,32.61
2019-05-22 15:38:12.498053,34.0,1006.0,33.36
2019-05-22 15:38:12.737985,34.1,1006.0,32.19
2019-05-22 15:38:12.977847,34.1,1006.0,33.02
2019-05-22 15:38:13.217110,34.1,1006.0,32.69
2019-05-22 15:38:13.456014,34.1,1006.0,32.44
2019-05-22 15:38:13.694891,34.1,1006.0,33.02
2019-05-22 15:38:13.934437,34.1,1006.0,32.1
2019-05-22 15:38:14.173683,34.1,1006.0,32.69
2019-05-22 15:38:14.412662,34.1,1006.0,33.86
2019-05-22 15:38:14.651661,34.1,1006.0,33.53
2019-05-22 15:38:14.891320,34.1,1006.0,33.36
2019-05-22 15:38:15.131193,34.1,1006.0,33.36
2019-05-22 15:38:15.371084,34.1,1006.0,33.78
2019-05-22 15:38:15.611068,34.0,1006.0,33.28
2019-05-22 15:38:15.851073,34.1,1006.0,32.19
2019-05-22 15:38:16.091058,34.1,1006.0,32.86
2019-05-22 15:38:16.330993,34.1,1006.0,33.02
2019-05-22 15:38:16.570878,34.1,1006.0,33.11
2019-05-22 15:38:16.810858,34.1,1006.0,33.02
2019-05-22 15:38:17.051081,34.1,1006.0,33.36
2019-05-22 15:38:17.291142,34.1,1006.0,33.86
2019-05-22 15:38:17.531097,34.1,1006.0,33.61
2019-05-22 15:38:17.771068,34.1,1006.0,33.78
2019-05-22 15:38:18.011007,34.1,1006.0,33.36
2019-05-22 15:38:18.251029,34.1,1006.0,33.36
2019-05-22 15:38:18.491078,34.1,1006.0,32.86
2019-05-22 15:38:18.731057,34.1,1006.0,33.53
2019-05-22 15:38:18.971080,34.1,1006.0,33.61
2019-05-22 15:38:19.211093,34.1,1006.0,33.61
2019-05-22 15:38:19.451052,34.1,1006.0,33.53
2019-05-22 15:38:19.691088,34.1,1006.0,33.02
2019-05-22 15:38:19.931074,34.1,1006.0,33.36
2019-05-22 15:38:20.171042,33.7,1006.0,33.61
2019-05-22 15:38:20.411147,33.8,1006.0,40.65
2019-05-22 15:38:20.651588,34.1,1006.0,37.38
2019-05-22 15:38:20.891504,34.1,1006.0,32.86
2019-05-22 15:38:21.131524,34.1,1006.0,33.86
2019-05-22 15:38:21.371209,34.1,1006.0,34.03
2019-05-22 15:38:21.611148,34.1,1006.0,33.36
2019-05-22 15:38:21.851139,34.1,1006.0,33.36
2019-05-22 15:38:22.091118,34.1,1006.0,33.78
2019-05-22 15:38:22.331067,34.1,1006.0,33.02
2019-05-22 15:38:22.571038,34.1,1006.0,33.61
2019-05-22 15:38:22.811005,34.1,1006.0,33.28
2019-05-22 15:38:23.051054,34.0,1006.0,33.61
2019-05-22 15:38:23.290817,34.1,1006.0,33.61
2019-05-22 15:38:23.530630,34.1,1006.0,33.28
2019-05-22 15:38:23.770338,34.1,1006.0,33.28
2019-05-22 15:38:24.010017,34.0,1006.0,33.11
2019-05-22 15:38:24.249732,34.0,1006.0,34.62
2019-05-22 15:38:24.489505,34.0,1006.0,32.44
2019-05-22 15:38:24.729259,34.1,1006.0,31.85
2019-05-22 15:38:24.968900,34.1,1006.0,32.36
2019-05-22 15:38:25.208660,34.1,1006.0,33.36
2019-05-22 15:38:25.448314,34.0,1006.0,33.28
